name,source,repository,kinematics,nstatv,ntens,props_count,material_provenance,nstatv_provenance,loading_probe,furthest_stage,primal_parity,rows_total,rows_agreeing,rows_disagreeing,rows_unresolved,structural_zeros,worst_relative_error,driven_through,reference_perturbation,blocker
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-ECOFLEX0030-Flat/Th005/PureGrowth.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-ECOFLEX0030-Flat/Th01/BodyForce-Growth-2Stages.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-GravityFirst,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/PathSensitivity/Th001-1MPa/BodyForce-Growth-GravityFirst.for,Th001-1MPa,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-Simultaneous,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/PathSensitivity/Th001-5MPa/BodyForce-Growth-Simultaneous.for,Th001-5MPa,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
Growth-EX,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-EX.for,inputFile,finite,5,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-EX.inp, *Material name=NeoHookean at line 14866",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-EX.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.2706729042968772e-07,0,0,0,0,0,,,,"the two builds differ by 1.271e-07, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT, LAMBDA1Z0, LAMBDA1Z1, LAMBDA2Z0 as default REAL, so the original computes its stress in single p"
Growth-Z2,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-Z2.for,inputFile,finite,5,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-EX.inp, *Material name=NeoHookean at line 14866",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-EX.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.3780239216503299e-08,0,0,0,0,0,,,,"the two builds differ by 1.378e-08, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT, LAMBDA1Z0, LAMBDA1Z1, LAMBDA2Z0 as default REAL, so the original computes its stress in single p"
Growth-frac,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-frac.for,inputFile,finite,5,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-EX.inp, *Material name=NeoHookean at line 14866",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/2D/inputFile/Growth-EX.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.5591762334144093e-07,0,0,0,0,0,,,,"the two builds differ by 1.559e-07, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT, LAMBDA1Z0, LAMBDA1Z1, LAMBDA2Z0 as default REAL, so the original computes its stress in single p"
Growth-MinSur1,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-MinSur1.for,InputFile,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",reference_nontrivial,1.090656137509868e-15,288,287,1,0,128,2.845971780682934e-06,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",1 of 288 entries disagree with the independent reference
Growth-MinSur2,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-MinSur2.for,InputFile,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",reference_nontrivial,1.1688671817451038e-15,288,286,2,0,128,2.4496260922364624e-06,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",2 of 288 entries disagree with the independent reference
Growth-MinSur3,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-MinSur3.for,InputFile,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,4.034850618435624e-16,288,288,0,0,192,5.5474367616776545e-11,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-MinSur1,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/Growth-MinSur1.for,Example1,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",reference_nontrivial,2.740656506238257e-15,288,287,1,0,128,1.7928966358342372e-06,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",1 of 288 entries disagree with the independent reference
Growth-MinSur2,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example2/Growth-MinSur2.for,Example2,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,5.385950282926368e-14,288,288,0,0,128,1.0526995979789573e-07,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-MinSur3,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example3-Sphere/Growth-MinSur3.for,Example3-Sphere,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,0.0,288,288,0,0,192,4.415361998860116e-16,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-MinSur3,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example4-Torus/Growth-MinSur3.for,Example4-Torus,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,0.0,288,288,0,0,192,4.415361998860116e-16,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-Bunny-Part1,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Bunny/Part1/ABAQUS_files/Growth-Bunny-Part1.for,ABAQUS_files,finite,10,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp, *Material name=Elastic at line 97311",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_compiled,,0,0,0,0,0,,,,"the source reads 'C:\\Users\\12872\\Desktop\\Bunny\\part1\\E0.CSV' at run time and its repository does not ship that file, so the model cannot be driven here -- and could not be driven under Abaqus on any machine but its"
Growth-Bunny-Part2,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Bunny/Part2/ABAQUS_files/Growth-Bunny-Part2.for,ABAQUS_files,finite,10,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp, *Material name=Elastic at line 97311",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_compiled,,0,0,0,0,0,,,,"the source reads 'C:\\Users\\12872\\Desktop\\Bunny\\part2\\E0.CSV' at run time and its repository does not ship that file, so the model cannot be driven here -- and could not be driven under Abaqus on any machine but its"
Growth-Human-face,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Hunman_face/ABAQUS_files/Growth-Human-face.for,ABAQUS_files,finite,10,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp, *Material name=Elastic at line 97311",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_compiled,,0,0,0,0,0,,,,"the source reads 'C:\\Users\\12872\\Desktop\\Human_face\\E0.CSV' at run time and its repository does not ship that file, so the model cannot be driven here -- and could not be driven under Abaqus on any machine but its a"
Growth-Sphere,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Instability_Analysis/Growth-Sphere.for,Instability_Analysis,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,4.034850618435624e-16,288,288,0,0,192,5.5474367616776545e-11,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-EX,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/2D/EX/10/Growth-EX.for,10,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.05676013579193e-08,0,0,0,0,0,,,,"the two builds differ by 1.057e-08, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT, PI as default REAL, so the original computes its stress in single precision while the OTI type i"
Growth-Frac,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/2D/Frac/10/Growth-Frac.for,10,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.5591762334144093e-07,0,0,0,0,0,,,,"the two builds differ by 1.559e-07, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT, PI as default REAL, so the original computes its stress in single precision while the OTI type i"
Growth-Z2,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/2D/Z2/10/Growth-Z2.for,10,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.3780239216503299e-08,0,0,0,0,0,,,,"the two builds differ by 1.378e-08, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT, PI as default REAL, so the original computes its stress in single precision while the OTI type i"
Growth-Catenoid,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/3D/Catenoid/10/Growth-Catenoid.for,10,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",reference_nontrivial,1.1688671817451038e-15,288,286,2,0,128,2.4496260922364624e-06,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",2 of 288 entries disagree with the independent reference
Growth-Helicoid,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/3D/Helicoid/10/Growth-Helicoid.for,10,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",reference_nontrivial,1.090656137509868e-15,288,287,1,0,128,2.845971780682934e-06,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",1 of 288 entries disagree with the independent reference
Growth-Sphere,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/3D/Sphere/10/Growth-Sphere.for,10,finite,9,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp, *Material name=NeoHookean at line 14864",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/InputFile/Growth-Min1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,4.034850618435624e-16,288,288,0,0,192,5.5474367616776545e-11,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-Alex,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/Alex/20470/Growth-Alex.for,20470,finite,10,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp, *Material name=Elastic at line 97311",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_compiled,,0,0,0,0,0,,,,"the source reads 'F:\\Master\\Essay\\JMPS\\Mesh\\Alex\\E0.CSV' at run time and its repository does not ship that file, so the model cannot be driven here -- and could not be driven under Abaqus on any machine but its aut"
Growth-Alex,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Mesh_Convergence_test/Alex/749/Growth-Alex.for,749,finite,10,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp, *Material name=Elastic at line 97311",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_compiled,,0,0,0,0,0,,,,"the source reads 'F:\\Master\\Essay\\JMPS\\Mesh\\Alex\\E0.CSV' at run time and its repository does not ship that file, so the model cannot be driven here -- and could not be driven under Abaqus on any machine but its aut"
Growth-Model-car,Jeff97__Realization-of-planar-and-surface-conformal-mappings/Model_car/ABAQUS_files/Growth-Model-car.for,ABAQUS_files,finite,10,6,2,"Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp, *Material name=Elastic at line 97311",*DEPVAR in Jeff97__Realization-of-planar-and-surface-conformal-mappings/Analytical_Example/3D/MMAFile/Example1/C3D20H-12800-h01.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_compiled,,0,0,0,0,0,,,,"the source reads 'C:\\Users\\12872\\Desktop\\Model_car\\E0.CSV' at run time and its repository does not ship that file, so the model cannot be driven here -- and could not be driven under Abaqus on any machine but its au"
Growth-CASE1,Jeff97__growth-of-circular-plate/Bending/Growth-CASE1.for,Bending,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,4.645218537394094e-15,288,288,0,0,192,1.8886128983610157e-16,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-CASE2,Jeff97__growth-of-circular-plate/Bending/Growth-CASE2.for,Bending,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.2257249727833947e-06,0,0,0,0,0,,,,"the two builds differ by 1.226e-06, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE3,Jeff97__growth-of-circular-plate/Bending/Growth-CASE3.for,Bending,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,1.2856115187687524e-07,0,0,0,0,0,,,,"the two builds differ by 1.286e-07, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE1,Jeff97__growth-of-circular-plate/Combined/Growth-CASE1.for,Combined,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,3.1150949402864e-07,0,0,0,0,0,,,,"the two builds differ by 3.115e-07, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE2,Jeff97__growth-of-circular-plate/Combined/Growth-CASE2.for,Combined,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,2.0894546567938215e-08,0,0,0,0,0,,,,"the two builds differ by 2.089e-08, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE3,Jeff97__growth-of-circular-plate/Combined/Growth-CASE3.for,Combined,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,9.574673624371816e-09,0,0,0,0,0,,,,"the two builds differ by 9.575e-09, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE1,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE1.for,ShapeProgramming,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,2.1971779901091184e-08,0,0,0,0,0,,,,"the two builds differ by 2.197e-08, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE2,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE2.for,ShapeProgramming,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,6.22062482387966e-08,0,0,0,0,0,,,,"the two builds differ by 6.221e-08, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE3,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE3.for,ShapeProgramming,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,7.1732667605766256e-09,0,0,0,0,0,,,,"the two builds differ by 7.173e-09, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
Growth-CASE4,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE4.for,ShapeProgramming,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",tangent_verified,3.4752727081228173e-11,288,288,0,0,192,5.062826543396361e-14,DSTRAN and DFGRD1,"the same injection the transform seeded, read back from the emitted seed lines: the strain directions mapped into DFGRD1 on the diagonal and at half size into both members of each off-diagonal pair",
Growth-CASE5,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE5.for,ShapeProgramming,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,0.04095008681100899,0,0,0,0,0,,,,"the transformed and original builds disagree on stress (worst relative difference 4.095e-02), so a tangent comparison would not be between comparable quantities"
Growth-CASE6,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE6.for,ShapeProgramming,finite,4,6,2,"Jeff97__growth-of-circular-plate/Bending/CASE1.inp, *Material name=NeoHookean at line 136050",*DEPVAR in Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,3.8705775259660465e-08,0,0,0,0,0,,,,"the two builds differ by 3.871e-08, which this source's own declaration accounts for: it declares LAMBDA1, LAMBDA2, TOTALT as default REAL, so the original computes its stress in single precision while the OTI type is bu"
l1-is-1--l2-is-101,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101.for,Wrinkle,finite,10,6,2,"Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp, *Material name=NeoHookean at line 47446",*DEPVAR in Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",original_executed,5.301553866863333e-05,0,0,0,0,0,,,,"the transformed and original builds disagree on stress (worst relative difference 5.302e-05), so a tangent comparison would not be between comparable quantities"
