increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification,nominal_branch,node_branches,branch_consistent,min_branch_margin,min_branch_margin_unavailable_reason,admissible,rejection_reason
3,inelastic,1,2,1|1,repeated,0.25,1e-05,-6789513.584086418,-0.02828963993369341,False,-6789513.585034737,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,2,1|1,repeated,0.125,5e-06,-6789513.585319519,-0.028289639938831327,False,-6789513.585034737,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,2,1|1,repeated,0.0625,2.5e-06,-6789513.558227539,-0.028289639825948076,False,-6789513.585034737,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,16.0,0.00064,-3819747.49563919,-0.01591561456516329,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,8.0,0.00032,-3823867.918598852,-0.015932782994161884,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,4.0,0.00016,-3823866.552994985,-0.01593277730414577,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,2.0,8e-05,-3823866.5388032943,-0.015932777245013727,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,1.0,4e-05,-3823866.5387548953,-0.01593277724481206,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,0.5,2e-05,-3823866.5386357903,-0.015932777244315792,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,0.25,1e-05,-3823866.53938365,-0.015932777247431872,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,0.125,5e-06,-3823866.5388776064,-0.01593277724532336,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,2,1|1,repeated,0.0625,2.5e-06,-3823866.5357801914,-0.015932777232417462,False,-3823866.538705902,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,16.0,0.00064,10616318.806172613,0.044234661692385886,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,8.0,0.00032,10613398.039666379,0.044222491831943246,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,4.0,0.00016,10613380.18950413,0.044222417456267205,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,2.0,8e-05,10613380.123984072,0.044222417183266964,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,1.0,4e-05,10613380.123766318,0.044222417182359655,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,0.5,2e-05,10613380.12404865,0.04422241718353604,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,0.25,1e-05,10613380.124294758,0.044222417184561484,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,0.125,5e-06,10613380.12434864,0.044222417184786,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,2,1|1,repeated,0.0625,2.5e-06,10613380.136249542,0.0442224172343731,False,10613380.123740641,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,16.0,0.00064,1294518.148692075,0.005393825619550313,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,8.0,0.00032,1294438.1880069843,0.0053934924500291005,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,4.0,0.00016,1294436.28149391,0.005393484506224624,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,2.0,8e-05,1294436.2740061968,0.0053934844750258195,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,1.0,4e-05,1294436.2739773449,0.005393484474905603,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,0.5,2e-05,1294436.2739735246,0.005393484474889685,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,0.25,1e-05,1294436.2739824653,0.0053934844749269385,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,0.125,5e-06,1294436.2740770578,0.005393484475321075,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,2,1|1,repeated,0.0625,2.5e-06,1294436.2741231918,0.005393484475513299,False,1294436.2739758953,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,16.0,0.00064,6547025709.79026,0.027279273790792754,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,8.0,0.00032,6798430291.22364,0.0283267928800985,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,4.0,0.00016,6799965543.07666,0.028333189762819417,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,2.0,8e-05,6799981755.173828,0.028333257313224284,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,1.0,4e-05,6799981977.671875,0.028333258240299482,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,0.5,2e-05,6799981997.25,0.028333258321875002,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,0.25,1e-05,6799981724.0,0.028333257183333335,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,0.125,5e-06,6799982904.0,0.0283332621,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|1,repeated,0.0625,2.5e-06,6799977280.0,0.028333238666666666,False,6799981984.708042,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,16.0,0.00064,948182916.9525528,0.00395076215396897,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,8.0,0.00032,895802433.0640564,0.003732510137766902,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,4.0,0.00016,897094698.2713623,0.0037378945761306764,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,2.0,8e-05,897117280.7480469,0.0037379886697835292,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,1.0,4e-05,897117635.4726562,0.0037379901478027345,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,0.5,2e-05,897117646.25,0.0037379901927083333,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,0.25,1e-05,897117639.5859375,0.0037379901649414065,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,0.125,5e-06,897118291.0,0.003737992879166667,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|1,repeated,0.0625,2.5e-06,897119188.0,0.003737996616666667,False,897117644.087549,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,16.0,0.00064,-7495208626.74218,-0.031230035944759087,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,8.0,0.00032,-7694232724.288956,-0.032059303017870654,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,4.0,0.00016,-7697060241.459564,-0.03207108433941485,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,2.0,8e-05,-7697099034.868164,-0.03207124597861735,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,1.0,4e-05,-7697099621.96875,-0.032071248424869796,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,0.5,2e-05,-7697099620.125,-0.0320712484171875,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,0.25,1e-05,-7697099607.0,-0.0320712483625,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,0.125,5e-06,-7697099608.0,-0.032071248366666666,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,3,1|1|1,repeated,0.0625,2.5e-06,-7697095392.0,-0.0320712308,False,-7697099628.795591,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,16.0,0.00064,-820552377.6332957,-0.003418968240138732,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,8.0,0.00032,-838198728.7561259,-0.003492494703150525,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,4.0,0.00016,-838558189.8028297,-0.003493992457511791,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,2.0,8e-05,-838563380.7704468,-0.003494014086543528,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,1.0,4e-05,-838563459.9121094,-0.003494014416300456,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,0.5,2e-05,-838563460.9765625,-0.0034940144207356773,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,0.25,1e-05,-838563464.6875,-0.003494014436197917,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,0.125,5e-06,-838563465.25,-0.0034940144385416667,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,3,1|1|1,repeated,0.0625,2.5e-06,-838563250.0,-0.003494013541666667,False,-838563461.1777644,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,16.0,0.00064,-7693906377595.977,-0.03205794323998324,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,8.0,0.00032,-7982260844923.344,-0.03325942018718061,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,4.0,0.00016,-7984967548991.0,-0.03327069812079584,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,2.0,8e-05,-7985001327712.0,-0.033270838865466675,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,1.0,4e-05,-7985001930240.0,-0.033270841376000004,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,0.5,2e-05,-7985000693760.0,-0.033270836224000004,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,0.25,1e-05,-7985040195584.0,-0.03327100081493334,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,0.125,5e-06,-7985034166272.0,-0.033270975692800006,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,4,1|1|1|1,repeated,0.0625,2.5e-06,-7998537728000.0,-0.03332724053333334,False,-7985001830277.361,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,16.0,0.00064,1467879853336.7188,0.006116166055569663,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,8.0,0.00032,1633608983263.0,0.006806704096929168,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,4.0,0.00016,1633375925904.0,0.006805733024600001,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,2.0,8e-05,1633366549624.0,0.006805693956766668,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,1.0,4e-05,1633366414144.0,0.006805693392266668,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,0.5,2e-05,1633364820480.0,0.0068056867520000005,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,0.25,1e-05,1633401333248.0,0.006805838888533334,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,0.125,5e-06,1633260322816.0,0.006805251345066668,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,4,1|1|1|1,repeated,0.0625,2.5e-06,1630627430400.0,0.006794280960000001,False,1633366353721.6074,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,16.0,0.00064,6226026524253.5,0.02594177718438959,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,8.0,0.00032,6348651861556.406,0.026452716089818366,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,4.0,0.00016,6351591621400.75,0.026464965089169797,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,2.0,8e-05,6351634810056.0,0.026465145041900003,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,1.0,4e-05,6351635317120.0,0.026465147154666673,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,0.5,2e-05,6351631118336.0,0.026465129659733338,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,0.25,1e-05,6351611887616.0,0.02646504953173334,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,0.125,5e-06,6351263629312.0,0.026463598455466673,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,3,4,1|1|1|1,repeated,0.0625,2.5e-06,6339371728896.0,0.026414048870400005,False,6351635476555.756,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,16.0,0.00064,561145010131.2483,0.0023381042088802015,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,8.0,0.00032,564889951019.2109,0.0023537081292467127,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,4.0,0.00016,565204371974.8438,0.0023550182165618496,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,2.0,8e-05,565209308946.5,0.0023550387872770836,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,1.0,4e-05,565209385120.0,0.002355039104666667,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,0.5,2e-05,565209376384.0,0.0023550390682666672,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,0.25,1e-05,565207937024.0,0.0023550330709333337,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,0.125,5e-06,565198880768.0,0.0023549953365333337,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,4,4,1|1|1|1,repeated,0.0625,2.5e-06,564936572928.0,0.0023539023872000005,False,565209387947.4725,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|2,mixed,16.0,0.00064,-2226394914.4543014,-0.009276645476892923,False,912020702.744385,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
3,inelastic,1,3,1|1|2,mixed,8.0,0.00032,915601788.3780799,0.003815007451575333,False,912020702.744385,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
3,inelastic,1,3,1|1|2,mixed,4.0,0.00016,912020649.2544433,0.003800086038560181,False,912020702.744385,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|2,mixed,2.0,8e-05,912020703.0423529,0.0038000862626764707,False,912020702.744385,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|2,mixed,1.0,4e-05,912020699.5627785,0.003800086248178244,False,912020702.744385,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|2,mixed,0.5,2e-05,912020708.45578,0.003800086285232417,False,912020702.744385,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|2,mixed,0.25,1e-05,912020574.9316406,0.0038000857288818363,False,912020702.744385,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|2,mixed,0.125,5e-06,912022445.1855469,0.0038000935216064456,False,912020702.744385,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,1,3,1|1|2,mixed,0.0625,2.5e-06,912032477.796875,0.003800135324153646,False,912020702.744385,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|2,mixed,16.0,0.00064,190198181.45802727,0.0007924924227417803,False,-3249984612.810498,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
3,inelastic,2,3,1|1|2,mixed,8.0,0.00032,-3253908430.127237,-0.01355795179219682,False,-3249984612.810498,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
3,inelastic,2,3,1|1|2,mixed,4.0,0.00016,-3249983827.5658374,-0.013541599281524323,False,-3249984612.810498,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
3,inelastic,2,3,1|1|2,mixed,2.0,8e-05,-3249984609.732458,-0.01354160254055191,False,-3249984612.810498,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
